"_raw","_time",action,app,bunit,bytes,"bytes_in","bytes_out",category,"change_type",city,cookie,country,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dest,"dest_asset_id","dest_asset_tag","dest_bunit","dest_category","dest_city","dest_country","dest_dns","dest_ip","dest_is_expected","dest_lat","dest_long","dest_mac","dest_nt_host","dest_owner","dest_pci_domain","dest_port","dest_priority","dest_requires_av","dest_service","dest_should_timesync","dest_should_update",dns,duration,enabled,eventtype,"form_data",host,"http_comment","http_content_length","http_content_type","http_method","http_referrer","http_user_agent","ids_type",index,ip,"is_expected",lat,linecount,long,mac,"nt_host",object,"object_category",owner,"pci_domain",priority,product,protocol,"protocol_name",punct,range,"requires_av",server,severity,"should_timesync","should_update",site,source,sourcetype,"splunk_server","splunk_server_group",src,"src_asset_id","src_asset_tag","src_bunit","src_category","src_city","src_country","src_dns","src_ip","src_is_expected","src_lat","src_long","src_mac","src_nt_host","src_owner","src_pci_domain","src_port","src_priority","src_requires_av","src_service","src_should_timesync","src_should_update",status,"status_description",tag,"tag::action","tag::app","tag::dest_requires_av","tag::dest_should_timesync","tag::dest_should_update","tag::eventtype","tag::is_expected","tag::requires_av","tag::should_timesync","tag::should_update","tag::sourcetype","tag::user_category","tag::user_identity_tag","tag::user_watchlist","threat_intel_source","time_taken",timeendpos,timestamp,timestartpos,transport,"uri_path","uri_query",url,user,"user_bunit","user_category","user_email","user_endDate","user_first","user_identity","user_identity_tag","user_last","user_managedBy","user_nick","user_phone","user_phone2","user_prefix","user_priority","user_startDate","user_suffix","user_type","user_watchlist","user_work_city","user_work_country","user_work_lat","user_work_long",vendor,"vendor_product"
"{""timestamp"":""2020-04-29T13:01:47"",""dest_ip"":""39.232.221.139"",""src_port"":""4191"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""146.147.5.165"",""uri_path"":""/help/articles/how-do-i-set-up-a-webpage.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.intragalactiva.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:47.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"39.232.221.139",,,,,,,,"39.232.221.139",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.intragalactiva.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"146.147.5.165",,,,,,,,"146.147.5.165",false,,,"00:50:56:94:3A:AF",,,untrust,4191,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:01:47",,tcp,"/help/articles/how-do-i-set-up-a-webpage.html","c=900002774","http://www.intragalactiva.com/help/articles/how-do-i-set-up-a-webpage.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:46"",""dest_ip"":""204.133.125.253"",""src_port"":""12431"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":1000,""bytes_out"":87879,""bytes"":87979,""time_taken"":204997,""transport"":""tcp"",""http_method"":""PUT"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""71.230.238.248"",""uri_path"":""/projects/paths.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.civiljustice.info"",""http_user_agent"":""msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""wohler"" }
","2020-04-29T13:01:46.000+0000",allowed,http,,87979,1000,87879,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"204.133.125.253",,,,,,,,"204.133.125.253",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",PUT,,"msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"71.230.238.248",,,,,,,,"71.230.238.248",false,,,"00:50:56:94:3A:AF",,,untrust,12431,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:01:46",,tcp,"/projects/paths.html","c=900002774","http://www.civiljustice.info/projects/paths.html",wohler,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:01:43    "",""dest_ip"":""198.40.14.95"",""src_port"":34263,""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""157.152.126.14"",""uri_path"":"""",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.intragalactiva.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-04-29T13:01:43.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,13,29,1,april,43,wednesday,2020,local,"198.40.14.95",,,,,,,,"198.40.14.95",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","prd-p-vlsz2bsdkqf8","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.intragalactiva.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"157.152.126.14",,,,,,,,"157.152.126.14",false,,,"00:50:56:94:3A:AF",,,untrust,34263,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,37,"2020-04-29T13:01:43    ",14,tcp,"","c=900002774","http://www.intragalactiva.com",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:42"",""dest_ip"":""214.210.64.75"",""src_port"":""""61256"""",""dest_port"":80,""src_mac"":""00:50:23:65:5D:A4"",""dest_mac"":""00:2C:4B:A0:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 500 Internal Server Error"",""status"":500,""src_ip"":""25.213.133.144"",""uri_path"":""/customer/query"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:42.000+0000",,http,,,,,,,,,,,,,,,,,,"214.210.64.75",,,,,,,,"214.210.64.75",false,,,,,,untrust,,,false,,false,false,,,,"err0r nix_errors stream_network_traffic",,"127.0.0.1",,,,,,,,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""""""","""":,"""":"":::::"","""":"":::",,,,,,,,"stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"25.213.133.144",,,,,,,,,false,,,,,,untrust,"",,false,,false,false,,,"communicate
error
network",,,,,,"communicate
error
network",,,,,,,,,,,,"none
2020-04-29T13:01:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:42"",""dest_ip"":""193.36.92.233"",""src_port"":""27684"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""159.204.61.91"",""uri_path"":""/reference/android/graphics/Path.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.ucm.es"",""http_user_agent"":""msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:42.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"193.36.92.233",,,,,,,,"193.36.92.233",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.ucm.es","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"159.204.61.91",,,,,,,,"159.204.61.91",false,,,"00:50:56:94:3A:AF",,,untrust,27684,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:01:42",,tcp,"/reference/android/graphics/Path.html","c=900002774","http://www.ucm.es/reference/android/graphics/Path.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:40"",""dest_ip"":""82.142.119.184"",""src_port"":""46989"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":1000,""bytes_out"":87879,""bytes"":87979,""time_taken"":204997,""transport"":""tcp"",""http_method"":""PUT"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""33.10.192.141"",""uri_path"":""abc.com/cde/fgh/ijk/lmn/opq"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""collected.jcu.edu"",""http_user_agent"":""Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""wohler"" }
","2020-04-29T13:01:40.000+0000",allowed,http,,87979,1000,87879,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"82.142.119.184",,,,,,,,"82.142.119.184",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",PUT,,"Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"collected.jcu.edu","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"33.10.192.141",,,,,,,,"33.10.192.141",false,,,"00:50:56:94:3A:AF",,,untrust,46989,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:01:40",,tcp,"abc.com/cde/fgh/ijk/lmn/opq","c=900002774","http://collected.jcu.eduabc.com/cde/fgh/ijk/lmn/opq",wohler,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:01:39    "",""dest_ip"":""200.40.92.198"",""src_port"":18878,""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""46.93.91.117"",""uri_path"":"""",""site"":""www.civiljustice.info"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-04-29T13:01:39.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,13,29,1,april,39,wednesday,2020,local,"200.40.92.198",,,,,,,,"200.40.92.198",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"prd-p-vlsz2bsdkqf8","HTTP/1.1 200 OK",,"application/json",POST,,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"46.93.91.117",,,,,,,,"46.93.91.117",false,,,"00:50:56:93:3C:AA",,,untrust,18878,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,37,"2020-04-29T13:01:39    ",14,tcp,"",,"http://www.civiljustice.info:9080",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:36"",""dest_ip"":""160.117.1.227"",""src_port"":""57238"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""50.183.2.7"",""uri_path"":""/wiki/Uniform_resource_identifier"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.newtimesrocks.com"",""http_user_agent"":""Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:36.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"160.117.1.227",,,,,,,,"160.117.1.227",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.newtimesrocks.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"50.183.2.7",,,,,,,,"50.183.2.7",false,,,"00:50:56:94:3A:AF",,,untrust,57238,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:01:36",,tcp,"/wiki/Uniform_resource_identifier","c=900002774","http://www.newtimesrocks.com/wiki/Uniform_resource_identifier",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:31"",""dest_ip"":""223.230.242.206"",""src_port"":""58130"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""34.13.127.187"",""uri_path"":""/help/articles/how-do-i-set-up-a-webpage.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""cemi.socionet.ru"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""agasiewski"" }
","2020-04-29T13:01:31.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"223.230.242.206",,,,,,,,"223.230.242.206",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",POST,,"Python-httplib2/0.7.0 (gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"cemi.socionet.ru","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"34.13.127.187",,,,,,,,"34.13.127.187",false,,,"00:50:56:94:3A:AF",,,untrust,58130,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:01:31",,tcp,"/help/articles/how-do-i-set-up-a-webpage.html","c=900002774","http://cemi.socionet.ru/help/articles/how-do-i-set-up-a-webpage.html",agasiewski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:01:29"",""dest_ip"":""212.45.34.21"",""src_port"":57635,""dest_port"":10001,""src_mac"":""00:50:23:92:3D:AC"",""dest_mac"":""00:2A:17:00:01:30"",""bytes_in"":146,""bytes_out"":336,""bytes"":482,""time_taken"":2112249,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 500 Internal Server Error"",""status"":500,""src_ip"":""127.0.0.1"",""uri_path"":""/startsession"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server""}
","2020-04-29T13:01:29.000+0000",blocked,http,,482,146,336,,,,,,,,,,,,,,"212.45.34.21",,,,,,,,"212.45.34.21",false,,,"00:2A:17:00:01:30",,,untrust,10001,,false,,false,false,,2112249,,"err0r nix_errors stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 500 Internal Server Error",,"application/json",GET,,"Python-httplib2/0.7.0 (gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":,"""":,"""":"":::::"","""":"":::::"",",,,"CherryPy/3.1.2 WSGI Server",,,,"localhost:10001","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:50:23:92:3D:AC",,,untrust,57635,,false,,false,false,500,,"communicate
error
network
web",,,,,,"communicate
error
network
web",,,,,,,,,,2112249,,"none
2020-04-29T13:01:29",,tcp,"/startsession",,"http://localhost:10001:10001/startsession",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2014-10-22T16:26:50"",""dest_ip"":""214.210.64.75"",""src_port"":5330,""dest_port"":80,""src_mac"":""00:52:59:92:3C:AA"",""dest_mac"":""00:2C:4B:A0:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 404 Not Found"",""status"":404,""src_ip"":""58.101.53.191"",""uri_path"":""/query"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2(gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:28.000+0000",blocked,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"214.210.64.75",,,,,,,,"214.210.64.75",false,,,"00:2C:4B:A0:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 404 Not Found",,"application/json",GET,,"Python-httplib2(gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":,"""":,"""":"":::::"","""":"":::::"",",,,"CherryPy/3.1.2 WSGI Server",,,,"localhost:10001","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"58.101.53.191",,,,,,,,"58.101.53.191",false,,,"00:52:59:92:3C:AA",,,untrust,5330,,false,,false,false,404,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2014-10-22T16:26:50",,tcp,"/query","c=900002774","http://localhost:10001/query",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2014-10-22T16:26:50"",""dest_ip"":""214.210.64.75"",""src_port"":5330,""dest_port"":80,""src_mac"":""00:52:59:92:3C:AA"",""dest_mac"":""00:2C:4B:A0:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 404 Not Found"",""status"":404,""src_ip"":""58.101.53.191"",""uri_path"":""/query"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2(gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:28.000+0000",blocked,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"214.210.64.75",,,,,,,,"214.210.64.75",false,,,"00:2C:4B:A0:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 404 Not Found",,"application/json",GET,,"Python-httplib2(gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":,"""":,"""":"":::::"","""":"":::::"",",,,"CherryPy/3.1.2 WSGI Server",,,,"localhost:10001","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"58.101.53.191",,,,,,,,"58.101.53.191",false,,,"00:52:59:92:3C:AA",,,untrust,5330,,false,,false,false,404,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2014-10-22T16:26:50",,tcp,"/query","c=900002774","http://localhost:10001/query",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:01:27"",""dest_ip"":""148.32.239.192"",""src_port"":""2983"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""49.143.196.207"",""uri_path"":"""",""site"":""www.readvegavulcan.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:01:27.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"148.32.239.192",,,,,,,,"148.32.239.192",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK",,"application/json",POST,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.readvegavulcan.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"49.143.196.207",,,,,,,,"49.143.196.207",false,,,"00:50:56:93:3C:AA",,,untrust,2983,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-04-29T13:01:27",,tcp,"",,"http://www.readvegavulcan.com:9080",,,,,,,,,,,,,,,,,,,,,,,,,
